PUHour,PUZone,month,count
morning,Battery Park,4,762
evening,Woodside,4,758
evening,Washington Heights North,4,746
midnight,Carroll Gardens,4,745
morning,Williamsburg (South Side),4,723
morning,Williamsburg (North Side),4,711
morning,Clinton Hill,4,691
morning,West Concourse,4,673
midnight,Stuyvesant Heights,4,666
evening,Gowanus,4,652
midnight,Gowanus,4,644
midnight,Mott Haven/Port Morris,4,621
afternoon,Clinton Hill,4,608
morning,Greenpoint,4,600
afternoon,West Concourse,4,565
evening,Baisley Park,4,550
afternoon,Prospect Heights,4,550
morning,Forest Hills,4,544
afternoon,Mott Haven/Port Morris,4,527
afternoon,Flushing Meadows-Corona Park,4,518
morning,East Elmhurst,4,511
afternoon,East Elmhurst,4,502
evening,West Concourse,4,496
midnight,Washington Heights North,4,492
afternoon,East Williamsburg,4,475
evening,Mott Haven/Port Morris,4,468
midnight,Cobble Hill,4,459
midnight,Elmhurst/Maspeth,4,448
afternoon,Washington Heights North,4,435
morning,Prospect Heights,4,434
midnight,Prospect-Lefferts Gardens,4,424
evening,Inwood,4,420
morning,Mott Haven/Port Morris,4,420
evening,Bushwick North,4,412
morning,Washington Heights North,4,399
afternoon,Bedford,4,397
morning,Sunset Park West,4,391
afternoon,Elmhurst,4,387
evening,Stuyvesant Heights,4,387
midnight,South Williamsburg,4,376
afternoon,Gowanus,4,372
morning,Elmhurst/Maspeth,4,372
evening,Elmhurst,4,371
midnight,DUMBO/Vinegar Hill,4,370
evening,Flushing Meadows-Corona Park,4,362
afternoon,Newark Airport,4,359
afternoon,Jamaica,4,357
midnight,Forest Hills,4,345
morning,Prospect-Lefferts Gardens,4,342
morning,Bedford,4,341
evening,Prospect-Lefferts Gardens,4,334
morning,Baisley Park,4,333
morning,Gowanus,4,333
afternoon,Randalls Island,4,330
afternoon,Prospect Park,4,327
afternoon,South Jamaica,4,327
evening,South Williamsburg,4,319
morning,Crown Heights North,4,313
afternoon,South Ozone Park,4,313
midnight,Sunset Park West,4,312
midnight,Flatbush/Ditmas Park,4,310
midnight,Inwood,4,310
morning,East Williamsburg,4,306
evening,East Elmhurst,4,302
afternoon,Crown Heights North,4,297
midnight,West Concourse,4,257
afternoon,Sunset Park West,4,255
midnight,East Elmhurst,4,254
morning,Rego Park,4,253
afternoon,Prospect-Lefferts Gardens,4,245
morning,Columbia Street,4,243
evening,Sunset Park West,4,239
afternoon,Forest Hills,4,238
morning,Flushing Meadows-Corona Park,4,237
morning,Flatbush/Ditmas Park,4,234
midnight,Ridgewood,4,231
afternoon,Springfield Gardens South,4,230
evening,Elmhurst/Maspeth,4,224
afternoon,Bushwick South,4,224
morning,Saint Michaels Cemetery/Woodside,4,222
evening,Red Hook,4,212
afternoon,Briarwood/Jamaica Hills,4,212
evening,Forest Hills,4,212
midnight,Rego Park,4,209
morning,Inwood,4,208
evening,Flatbush/Ditmas Park,4,206
morning,Bushwick South,4,201
afternoon,Inwood,4,200
afternoon,Elmhurst/Maspeth,4,198
evening,Jamaica,4,193
morning,Randalls Island,4,180
morning,Newark Airport,4,177
evening,Columbia Street,4,176
afternoon,Red Hook,4,167
midnight,North Corona,4,166
evening,Crown Heights South,4,164
evening,Prospect Park,4,164
evening,Roosevelt Island,4,163
midnight,Crown Heights South,4,160
afternoon,Kew Gardens,4,159
morning,Melrose South,4,157
evening,South Jamaica,4,157
morning,Jamaica,4,156
evening,Springfield Gardens South,4,155
midnight,Melrose South,4,154
midnight,Battery Park,4,154
evening,Briarwood/Jamaica Hills,4,153
evening,Rego Park,4,151
morning,Mariners Harbor,4,147
morning,Kew Gardens,4,146
afternoon,South Williamsburg,4,145
afternoon,Rego Park,4,144
midnight,Bay Ridge,4,142
morning,Briarwood/Jamaica Hills,4,140
evening,Randalls Island,4,138
afternoon,Saint Michaels Cemetery/Woodside,4,138
midnight,East Concourse/Concourse Village,4,138
afternoon,Maspeth,4,137
evening,Melrose South,4,136
midnight,Kensington,4,135
evening,Maspeth,4,134
afternoon,Roosevelt Island,4,134
afternoon,Flatbush/Ditmas Park,4,134
afternoon,Flushing,4,132
morning,Flushing,4,131
morning,South Jamaica,4,131
afternoon,Stuyvesant Heights,4,129
afternoon,Brooklyn Navy Yard,4,128
morning,South Ozone Park,4,128
afternoon,Melrose South,4,128
evening,South Ozone Park,4,126
afternoon,Richmond Hill,4,126
evening,Windsor Terrace,4,126
midnight,Maspeth,4,123
morning,Stuyvesant Heights,4,123
evening,Bay Ridge,4,121
midnight,Corona,4,119
afternoon,Columbia Street,4,119
evening,Flushing,4,119
morning,Kensington,4,118
midnight,Baisley Park,4,117
morning,East Concourse/Concourse Village,4,116
evening,Kensington,4,114
midnight,Flushing,4,113
midnight,Jamaica,4,112
midnight,Erasmus,4,111
midnight,Windsor Terrace,4,110
afternoon,Crown Heights South,4,109
afternoon,Mariners Harbor,4,108
evening,Highbridge,4,106
midnight,Prospect Park,4,104
morning,Windsor Terrace,4,104
evening,East Concourse/Concourse Village,4,104
midnight,Richmond Hill,4,102
morning,Prospect Park,4,101
evening,Newark Airport,4,101
afternoon,East Concourse/Concourse Village,4,99
midnight,Briarwood/Jamaica Hills,4,99
morning,Highbridge,4,96
morning,Springfield Gardens South,4,96
midnight,Flushing Meadows-Corona Park,4,95
afternoon,Highbridge,4,93
evening,Kew Gardens,4,93
midnight,Ocean Hill,4,92
evening,Richmond Hill,4,91
evening,Ridgewood,4,88
morning,Bushwick North,4,88
evening,Brooklyn Navy Yard,4,86
morning,Roosevelt Island,4,86
morning,Maspeth,4,86
midnight,South Ozone Park,4,84
midnight,Red Hook,4,82
evening,Corona,4,81
afternoon,Bushwick North,4,81
morning,Red Hook,4,80
morning,Corona,4,80
morning,Crown Heights South,4,79
midnight,University Heights/Morris Heights,4,76
afternoon,Corona,4,76
midnight,Mount Hope,4,75
midnight,Morrisania/Melrose,4,75
midnight,East New York,4,74
afternoon,Windsor Terrace,4,73
afternoon,Borough Park,4,73
midnight,Highbridge,4,73
afternoon,Kensington,4,73
midnight,Roosevelt Island,4,73
morning,Borough Park,4,70
evening,East New York,4,70
morning,Richmond Hill,4,68
afternoon,East New York,4,68
midnight,Saint Michaels Cemetery/Woodside,4,68
evening,Spuyten Duyvil/Kingsbridge,4,67
morning,Bay Ridge,4,67
morning,Morrisania/Melrose,4,66
evening,North Corona,4,66
evening,Erasmus,4,65
midnight,Columbia Street,4,64
morning,Brooklyn Navy Yard,4,64
morning,University Heights/Morris Heights,4,61
evening,Borough Park,4,60
evening,Ocean Hill,4,59
midnight,Spuyten Duyvil/Kingsbridge,4,59
morning,North Corona,4,59
morning,Homecrest,4,58
afternoon,Bay Ridge,4,57
morning,South Williamsburg,4,56
afternoon,Mount Hope,4,56
afternoon,Morrisania/Melrose,4,56
afternoon,Ocean Parkway South,4,55
midnight,Hunts Point,4,53
midnight,Springfield Gardens South,4,52
morning,East New York,4,51
midnight,Newark Airport,4,51
midnight,Randalls Island,4,50
midnight,Kingsbridge Heights,4,50
midnight,Kew Gardens,4,49
midnight,Borough Park,4,49
morning,Kew Gardens Hills,4,49
evening,Mount Hope,4,49
evening,Soundview/Castle Hill,4,49
midnight,Sunset Park East,4,49
midnight,Woodhaven,4,48
morning,Ridgewood,4,48
morning,Spuyten Duyvil/Kingsbridge,4,47
midnight,Canarsie,4,46
morning,Ocean Hill,4,46
morning,Bensonhurst West,4,44
midnight,Bensonhurst West,4,44
afternoon,Howard Beach,4,44
midnight,East Flatbush/Farragut,4,44
midnight,Flatlands,4,43
morning,Bedford Park,4,43
evening,Middle Village,4,43
morning,Erasmus,4,43
morning,Flatlands,4,43
midnight,Bedford Park,4,43
midnight,South Jamaica,4,43
evening,Van Nest/Morris Park,4,42
afternoon,Canarsie,4,42
evening,Midwood,4,41
midnight,Soundview/Bruckner,4,41
afternoon,Middle Village,4,41
midnight,Middle Village,4,40
afternoon,Bensonhurst West,4,40
morning,Astoria Park,4,40
afternoon,Cypress Hills,4,40
evening,University Heights/Morris Heights,4,40
midnight,Brownsville,4,40
afternoon,Spuyten Duyvil/Kingsbridge,4,40
afternoon,Bedford Park,4,39
evening,East Tremont,4,39
morning,Mount Hope,4,39
evening,Marble Hill,4,39
midnight,Claremont/Bathgate,4,38
afternoon,North Corona,4,38
midnight,Kew Gardens Hills,4,38
midnight,Longwood,4,37
afternoon,Ocean Hill,4,37
morning,Midwood,4,37
morning,Coney Island,4,37
morning,Heartland Village/Todt Hill,4,37
midnight,East Flatbush/Remsen Village,4,37
afternoon,Claremont/Bathgate,4,37
midnight,Woodlawn/Wakefield,4,36
evening,Brownsville,4,36
afternoon,Midwood,4,35
morning,Kingsbridge Heights,4,35
afternoon,Erasmus,4,35
midnight,Soundview/Castle Hill,4,35
evening,Morrisania/Melrose,4,35
evening,East Flatbush/Farragut,4,34
midnight,Midwood,4,34
morning,Westchester Village/Unionport,4,32
afternoon,Astoria Park,4,32
midnight,Homecrest,4,32
afternoon,Brownsville,4,31
morning,West Farms/Bronx River,4,31
evening,Riverdale/North Riverdale/Fieldston,4,31
morning,Parkchester,4,31
morning,Sunset Park East,4,31
midnight,Van Cortlandt Village,4,31
afternoon,University Heights/Morris Heights,4,31
evening,Kew Gardens Hills,4,30
midnight,Dyker Heights,4,30
midnight,East Tremont,4,30
morning,Van Nest/Morris Park,4,30
midnight,Norwood,4,30
morning,Cypress Hills,4,30
midnight,Westchester Village/Unionport,4,30
afternoon,Ridgewood,4,30
evening,East Flatbush/Remsen Village,4,30
evening,Soundview/Bruckner,4,29
afternoon,East Tremont,4,29
morning,Woodhaven,4,29
evening,Kingsbridge Heights,4,28
afternoon,Flatlands,4,28
midnight,Gravesend,4,28
morning,Glendale,4,28
evening,Sunset Park East,4,28
afternoon,College Point,4,28
evening,Canarsie,4,28
afternoon,Heartland Village/Todt Hill,4,27
morning,Inwood Hill Park,4,27
midnight,Ocean Parkway South,4,27
afternoon,Crotona Park East,4,27
morning,Marble Hill,4,27
morning,Queens Village,4,26
afternoon,Westchester Village/Unionport,4,26
afternoon,Coney Island,4,26
evening,Parkchester,4,26
afternoon,Marble Hill,4,26
midnight,Van Nest/Morris Park,4,26
evening,Hunts Point,4,26
evening,Woodhaven,4,26
evening,Norwood,4,26
afternoon,Kew Gardens Hills,4,25
afternoon,Bellerose,4,25
afternoon,Bronx Park,4,25
midnight,West Farms/Bronx River,4,25
evening,Howard Beach,4,25
afternoon,Sunset Park East,4,25
morning,Queensboro Hill,4,25
midnight,Glendale,4,25
morning,Claremont/Bathgate,4,25
evening,Queensboro Hill,4,25
afternoon,Woodhaven,4,24
midnight,Parkchester,4,24
evening,Glendale,4,24
evening,West Farms/Bronx River,4,24
morning,Canarsie,4,24
evening,Bedford Park,4,24
evening,Saint Michaels Cemetery/Woodside,4,24
midnight,Crotona Park East,4,24
morning,Arrochar/Fort Wadsworth,4,24
evening,Homecrest,4,24
evening,Murray Hill-Queens,4,24
evening,Bensonhurst West,4,23
midnight,Cypress Hills,4,23
afternoon,Glen Oaks,4,23
midnight,Hillcrest/Pomonok,4,23
morning,East Tremont,4,23
afternoon,Queens Village,4,23
evening,Flatlands,4,22
midnight,Williamsbridge/Olinville,4,22
morning,Soundview/Bruckner,4,22
midnight,Pelham Parkway,4,22
morning,Van Cortlandt Village,4,22
midnight,Co-Op City,4,22
midnight,Ozone Park,4,22
midnight,Highbridge Park,4,22
midnight,East New York/Pennsylvania Avenue,4,22
morning,Soundview/Castle Hill,4,21
midnight,Schuylerville/Edgewater Park,4,21
evening,Claremont/Bathgate,4,21
evening,Van Cortlandt Village,4,21
afternoon,Soundview/Castle Hill,4,21
afternoon,Homecrest,4,21
afternoon,Auburndale,4,21
evening,Schuylerville/Edgewater Park,4,21
evening,Longwood,4,21
afternoon,East Flatbush/Farragut,4,21
morning,Middle Village,4,21
midnight,Queensboro Hill,4,21
evening,Astoria Park,4,21
evening,Springfield Gardens North,4,20
afternoon,Bath Beach,4,20
midnight,Bensonhurst East,4,20
evening,Inwood Hill Park,4,20
afternoon,Van Nest/Morris Park,4,20
morning,Brownsville,4,20
evening,Marine Park/Mill Basin,4,20
evening,Highbridge Park,4,20
afternoon,Murray Hill-Queens,4,19
morning,Riverdale/North Riverdale/Fieldston,4,19
afternoon,West Farms/Bronx River,4,19
morning,Bath Beach,4,19
evening,Westchester Village/Unionport,4,19
afternoon,East Flatbush/Remsen Village,4,19
afternoon,Springfield Gardens North,4,18
morning,Hillcrest/Pomonok,4,18
midnight,Fordham South,4,18
midnight,Belmont,4,18
afternoon,Saint Albans,4,18
morning,East Flatbush/Farragut,4,18
evening,Bellerose,4,18
midnight,Queens Village,4,18
evening,Queens Village,4,17
morning,Ocean Parkway South,4,17
evening,Hillcrest/Pomonok,4,17
evening,Pelham Parkway,4,17
afternoon,Queensboro Hill,4,17
midnight,Marble Hill,4,17
morning,Norwood,4,17
afternoon,Kingsbridge Heights,4,17
midnight,Jamaica Estates,4,17
afternoon,Ozone Park,4,17
afternoon,Williamsbridge/Olinville,4,17
evening,College Point,4,17
midnight,Brooklyn Navy Yard,4,17
midnight,Sheepshead Bay,4,16
afternoon,Riverdale/North Riverdale/Fieldston,4,16
afternoon,Hunts Point,4,16
midnight,Coney Island,4,16
midnight,Bellerose,4,16
morning,East Flatbush/Remsen Village,4,16
midnight,Madison,4,16
midnight,Springfield Gardens North,4,16
evening,Cypress Hills,4,16
afternoon,Soundview/Bruckner,4,16
evening,Ocean Parkway South,4,16
afternoon,Glendale,4,16
evening,Coney Island,4,15
evening,Bayside,4,15
afternoon,Fresh Meadows,4,15
afternoon,Whitestone,4,15
evening,Brighton Beach,4,15
morning,Crotona Park East,4,15
midnight,Howard Beach,4,15
morning,Hunts Point,4,15
afternoon,Pelham Parkway,4,15
afternoon,Arrochar/Fort Wadsworth,4,15
afternoon,Schuylerville/Edgewater Park,4,15
midnight,Bayside,4,14
midnight,Astoria Park,4,14
evening,Mariners Harbor,4,14
morning,Ozone Park,4,14
midnight,Bath Beach,4,14
afternoon,Hillcrest/Pomonok,4,14
afternoon,Marine Park/Mill Basin,4,14
afternoon,Norwood,4,14
morning,Bensonhurst East,4,14
morning,Fordham South,4,14
morning,Howard Beach,4,14
afternoon,Belmont,4,14
morning,Schuylerville/Edgewater Park,4,14
evening,Williamsbridge/Olinville,4,14
morning,Springfield Gardens North,4,14
morning,Belmont,4,13
evening,Whitestone,4,13
morning,College Point,4,13
morning,Pelham Parkway,4,13
evening,Van Cortlandt Park,4,13
midnight,Marine Park/Mill Basin,4,13
evening,Belmont,4,13
morning,Longwood,4,13
morning,East New York/Pennsylvania Avenue,4,13
morning,Highbridge Park,4,13
midnight,Eastchester,4,13
evening,East New York/Pennsylvania Avenue,4,12
evening,Crotona Park East,4,12
afternoon,Longwood,4,12
evening,Co-Op City,4,12
evening,Rosedale,4,12
evening,Madison,4,12
evening,Sheepshead Bay,4,12
midnight,Arrochar/Fort Wadsworth,4,12
afternoon,Dyker Heights,4,12
morning,Brighton Beach,4,12
afternoon,Highbridge Park,4,12
midnight,Saint Albans,4,12
midnight,College Point,4,12
afternoon,Bensonhurst East,4,11
morning,Murray Hill-Queens,4,11
afternoon,Parkchester,4,11
evening,Ozone Park,4,11
evening,Fordham South,4,11
midnight,Van Cortlandt Park,4,11
evening,Heartland Village/Todt Hill,4,11
morning,Oakland Gardens,4,11
morning,Sheepshead Bay,4,11
morning,Whitestone,4,11
afternoon,Van Cortlandt Village,4,11
afternoon,Jamaica Estates,4,11
midnight,Allerton/Pelham Gardens,4,10
morning,Jamaica Estates,4,10
midnight,Riverdale/North Riverdale/Fieldston,4,10
midnight,Mariners Harbor,4,10
evening,Rockaway Park,4,10
morning,Woodlawn/Wakefield,4,10
afternoon,Brighton Beach,4,10
morning,Madison,4,10
morning,Saint Albans,4,10
afternoon,Inwood Hill Park,4,10
midnight,Murray Hill-Queens,4,10
afternoon,Woodlawn/Wakefield,4,9
evening,Arrochar/Fort Wadsworth,4,9
evening,Green-Wood Cemetery,4,9
morning,Rosedale,4,9
afternoon,Douglaston,4,9
midnight,Green-Wood Cemetery,4,9
evening,Jamaica Estates,4,9
midnight,Bronxdale,4,9
evening,Bath Beach,4,9
evening,Forest Park/Highland Park,4,9
morning,Williamsbridge/Olinville,4,9
midnight,Hollis,4,9
midnight,Manhattan Beach,4,9
morning,Marine Park/Mill Basin,4,8
afternoon,Bayside,4,8
evening,Dyker Heights,4,8
evening,Douglaston,4,8
afternoon,Gravesend,4,8
morning,Bellerose,4,8
afternoon,Madison,4,8
midnight,Brighton Beach,4,8
midnight,Whitestone,4,8
afternoon,Green-Wood Cemetery,4,8
afternoon,Oakland Gardens,4,8
morning,Allerton/Pelham Gardens,4,8
evening,Grymes Hill/Clifton,4,7
midnight,Stapleton,4,7
evening,Marine Park/Floyd Bennett Field,4,7
afternoon,Co-Op City,4,7
afternoon,Willets Point,4,7
midnight,Fresh Meadows,4,7
evening,Auburndale,4,7
afternoon,Manhattan Beach,4,7
afternoon,Sheepshead Bay,4,7
evening,Laurelton,4,7
morning,Gravesend,4,7
evening,Bensonhurst East,4,7
evening,Saint Albans,4,7
morning,East Flushing,4,7
afternoon,Fordham South,4,7
afternoon,Marine Park/Floyd Bennett Field,4,7
midnight,Auburndale,4,6
morning,Bronx Park,4,6
evening,Bronx Park,4,6
afternoon,Stapleton,4,6
evening,Willets Point,4,6
morning,Marine Park/Floyd Bennett Field,4,6
evening,Oakland Gardens,4,6
afternoon,Bay Terrace/Fort Totten,4,6
morning,Fresh Meadows,4,6
midnight,Rosedale,4,6
midnight,Rockaway Park,4,6
midnight,Glen Oaks,4,6
midnight,Douglaston,4,6
afternoon,East New York/Pennsylvania Avenue,4,6
afternoon,Hollis,4,6
afternoon,Starrett City,4,6
evening,Eastchester,4,6
morning,Cambria Heights,4,6
evening,Gravesend,4,6
morning,Willets Point,4,6
afternoon,Forest Park/Highland Park,4,5
afternoon,Laurelton,4,5
evening,Governor's Island/Ellis Island/Liberty Island,4,5
midnight,Laurelton,4,5
evening,Pelham Bay,4,5
evening,Stapleton,4,5
evening,Allerton/Pelham Gardens,4,5
evening,Manhattan Beach,4,5
afternoon,Pelham Bay Park,4,5
morning,Douglaston,4,5
morning,Dyker Heights,4,5
evening,Hammels/Arverne,4,5
evening,South Beach/Dongan Hills,4,5
morning,Forest Park/Highland Park,4,5
midnight,Forest Park/Highland Park,4,5
afternoon,Allerton/Pelham Gardens,4,5
afternoon,Rosedale,4,5
morning,Bloomfield/Emerson Hill,4,5
evening,Fresh Meadows,4,5
morning,Co-Op City,4,5
afternoon,Eastchester,4,5
evening,Cambria Heights,4,5
morning,Starrett City,4,4
morning,Auburndale,4,4
morning,Bronxdale,4,4
evening,Bloomfield/Emerson Hill,4,4
afternoon,Cambria Heights,4,4
midnight,Willets Point,4,4
evening,Rossville/Woodrow,4,4
midnight,Bronx Park,4,4
midnight,Pelham Bay,4,4
morning,Eastchester,4,4
evening,Woodlawn/Wakefield,4,4
midnight,Inwood Hill Park,4,4
afternoon,East Flushing,4,4
midnight,Marine Park/Floyd Bennett Field,4,4
morning,Westerleigh,4,4
midnight,Great Kills,4,4
evening,Starrett City,4,4
midnight,East Flushing,4,4
afternoon,Van Cortlandt Park,4,4
afternoon,Far Rockaway,4,4
morning,Laurelton,4,3
midnight,Pelham Bay Park,4,3
midnight,Rossville/Woodrow,4,3
midnight,Broad Channel,4,3
morning,Bayside,4,3
morning,Hammels/Arverne,4,3
afternoon,Crotona Park,4,3
morning,Green-Wood Cemetery,4,3
evening,Saint George/New Brighton,4,3
afternoon,Bronxdale,4,3
evening,Bay Terrace/Fort Totten,4,3
midnight,Oakland Gardens,4,3
afternoon,Port Richmond,4,3
afternoon,New Dorp/Midland Beach,4,3
afternoon,Grymes Hill/Clifton,4,3
midnight,Bay Terrace/Fort Totten,4,3
morning,Van Cortlandt Park,4,3
evening,Bronxdale,4,3
morning,Hollis,4,3
afternoon,Bloomfield/Emerson Hill,4,3
midnight,Westerleigh,4,3
afternoon,Rockaway Park,4,3
midnight,Hammels/Arverne,4,3
evening,West Brighton,4,2
morning,Crotona Park,4,2
morning,Manhattan Beach,4,2
evening,Port Richmond,4,2
morning,Governor's Island/Ellis Island/Liberty Island,4,2
afternoon,Governor's Island/Ellis Island/Liberty Island,4,2
afternoon,Pelham Bay,4,2
midnight,South Beach/Dongan Hills,4,2
midnight,Arden Heights,4,2
evening,City Island,4,2
evening,Great Kills,4,2
evening,Rikers Island,4,2
midnight,Port Richmond,4,2
evening,Jamaica Bay,4,2
afternoon,Arden Heights,4,2
midnight,New Dorp/Midland Beach,4,2
evening,Glen Oaks,4,2
evening,Freshkills Park,4,2
midnight,Far Rockaway,4,2
midnight,Oakwood,4,2
morning,Glen Oaks,4,2
evening,East Flushing,4,2
morning,Far Rockaway,4,2
midnight,Bloomfield/Emerson Hill,4,2
afternoon,Jamaica Bay,4,2
morning,Pelham Bay,4,2
midnight,Eltingville/Annadale/Prince's Bay,4,2
evening,Arden Heights,4,2
evening,Hollis,4,2
morning,Saint George/New Brighton,4,1
afternoon,Freshkills Park,4,1
evening,Westerleigh,4,1
morning,Jamaica Bay,4,1
midnight,Saint George/New Brighton,4,1
midnight,Breezy Point/Fort Tilden/Riis Beach,4,1
morning,Country Club,4,1
evening,Broad Channel,4,1
evening,Oakwood,4,1
morning,Port Richmond,4,1
midnight,City Island,4,1
morning,Bay Terrace/Fort Totten,4,1
midnight,Country Club,4,1
evening,Far Rockaway,4,1
midnight,Grymes Hill/Clifton,4,1
afternoon,South Beach/Dongan Hills,4,1
evening,Eltingville/Annadale/Prince's Bay,4,1
evening,New Dorp/Midland Beach,4,1
morning,New Dorp/Midland Beach,4,1
evening,Country Club,4,1
midnight,West Brighton,4,1
midnight,Freshkills Park,4,1
afternoon,Westerleigh,4,1
morning,Grymes Hill/Clifton,4,1
afternoon,City Island,4,1
morning,Stapleton,4,1
afternoon,Hammels/Arverne,4,1
morning,Rockaway Park,4,1
midnight,Heartland Village/Todt Hill,4,1
